symbol,volatility
AGIO,0.024158868442929915
AGIX,0.013280273172221295
AGMH,0.09743668138866599
AGMI,0.016987275852173883
AGNC,0.011021113016611345
AGNCL,0.0053379626844183275
AGNCM,0.004663807122984872
AGNCN,0.0037596641889814236
AGNCO,0.0035182737592356454
AGNCP,0.0031931093229431236
AGNG,0.009229471471953028
AGRI,0.06890195097811833
AGYS,0.0352301187838006
AGZD,0.0027052247391620003
AHCO,0.024517861584662383
AHG,0.06841478897612248
AHI,0.0
AIA,0.011377916108784311
AIFE,0.0015994072014040434
AIFER,
AIFEU,0.0076132742549950986
AIFF,0.039596119883980575
AIFU,0.1534861441375163
AIHS,0.1128177851527388
AILE,0.0
AIMD,0.06505412675691538
AIMDW,
AIOT,0.03814779229245745
AIP,0.03620724469138734
AIPI,0.006218893609690469
AIPO,
AIQ,0.010447311213247214
AIRE,0.466345263963481
AIRG,0.032490344604713166
AIRJ,0.041882085008579026
AIRJW,
AIRL,0.015776309542738096
AIRO,0.10897165798103992
AIRR,0.012609913536050621
AIRS,0.0716110140627481
AIRT,0.0557784952731234
AIRTP,0.020332565534263602
AISP,0.0554197000414595
AISPW,
AIXI,0.063285620166706
AKAM,0.01935822243102
AKAN,0.05194614045876408
AKBA,0.03546364987012141
AKRO,0.04215639453667501
AKTX,0.03595661172481199
AKYA,0.05631422572432756
ALAB,0.04741571875713818
ALAR,0.06965911725821178
ALBT,0.06633883686678117
ALCO,0.013304340959412325
ALCY,0.007519521189925651
ALCYU,0.008146793886329167
ALCYW,
ALDF,0.002642073306562322
ALDFU,0.01754170497485711
ALDFW,
ALDX,0.05481732233553945
ALEC,0.058434576133673255
ALF,0.0032427925352384495
ALFUU,0.009002299754975254
ALFUW,
ALGM,0.03363114201784876
ALGN,0.02117382555715876
ALGS,0.0719870297431066
ALGT,0.039831634600851415
ALHC,0.028576369792382327
ALKS,0.01973593375163322
ALKT,0.025674011775418296
ALLO,0.059057425331847664
ALLR,0.05005865386934867
ALLT,0.05360365641329461
ALMS,0.07067793810974535
ALNT,0.03562157603717129
ALNY,0.022367716054120315
ALOT,0.03819050675790481
ALRM,0.01687812770580428
ALRS,0.016136119960814252
ALT,0.08773080323965525
ALTI,0.024557074168912
ALTO,0.04062359223873806
ALTS,0.06634716027058815
ALTY,0.0032147896778177603
ALVO,0.03848346256193457
ALVOW,
ALXO,0.0561739342061387
ALYAF,0.03332895646611441
ALZN,0.11114543558647251
AMAL,0.02000550759602555
AMAT,0.02085195385408844
AMBA,0.041301069065991534
AMCX,0.029821490100830846
AMD,0.026362364124472196
AMDD,0.0266811831500237
AMDG,0.05308384680133799
AMDL,0.05264295995472
AMED,0.006433521306005029
AMGN,0.01774410954822897
AMID,0.009744814510944083
AMIX,0.10551746181901585
AMKR,0.022250331609988138
AMLX,0.05499061770701763
AMOD,0.10429434686437976
AMODW,
AMPG,0.05236620270118756
AMPGW,0.12657199838592775
AMPH,0.022886678878765096
AMPL,0.032834902601081815
AMRK,0.03008743882888471
AMRN,0.04345600385254589
AMSC,0.03359792282587405
AMSF,0.014838374509352046
AMST,0.07898509547696511
AMTX,0.052846945178856304
AMUU,0.05269867440547686
AMWD,0.025514169461856917
AMZD,0.0163931761098672
AMZN,0.016251230031828837
AMZU,0.032193139434626324
AMZZ,0.03267329784228735
ANAB,0.033271675555365296
ANDE,0.02545363978474687
ANEB,0.1178106626214429
ANGH,0.0804786073060413
ANGHW,
ANGI,0.05246004330020336
ANGL,0.0027526320901602396
ANGO,0.032931954700745406
ANIK,0.04141824981160197
ANIP,0.021597915270890288
ANIX,0.046874099126439576
ANL,0.04715125427664943
ANNA,0.05500572192915407
ANNAW,
ANNX,0.05018099622342746
ANPA,0.24739055037519173
ANSC,0.0010864126292083173
ANSCU,0.0002442966292566748
ANSCW,
ANSS,0.016005555246964287
ANTA,0.07558893114637244
ANTE,0.08602927662145461
ANTX,0.031598671602971966
ANY,0.05731944082547212
AONCW,
AOSL,0.03353132951985846
AOTG,0.011861428436881188
AOUT,0.03419220786093919
APA,0.028601549885847094
APCXW,
APDN,0.07698213644650924
APED,0.07049742176662403
APEI,0.026975498994368085
APGE,0.04138514488394891
API,0.033053774569876286
APLD,0.09092057067979055
APLM,0.07185422710560233
APLMW,0.03404940490449754
APLS,0.033510915674414894
APLT,0.07767397679707892
APM,0.1434686461230867
APOG,0.02134848988493711
APP,0.03689598214235048
APPF,0.017395821967323737
APPN,0.021627330089032126
APPS,0.09486200877392752
APPX,0.07212590997585624
APRE,0.05187226747925047
APVO,0.13246442209836728
APWC,0.026080641735171314
APYX,0.09094248117513731
AQB,0.08411575080909281
AQMS,0.07382089460085778
AQST,0.04911334690620565
AQWA,0.008252857300662395
ARAI,0.14123131959687657
ARAY,0.03801485185411577
ARBB,0.045733611746475375
ARBE,0.0568069786708055
ARBEW,
ARBK,0.1668138007009733
ARBKL,0.09512891307404185
ARCB,0.03300771659323508
ARCC,0.008392720142926859
ARCT,0.042368092715237164
ARDX,0.050056543399816494
AREB,0.05398982354314555
AREBW,
AREC,0.08776212621093678
ARGX,0.0231853302390044
ARHS,0.0315890949247121
ARKO,0.036284208008445805
ARKR,0.04517186057912677
ARLP,0.013345235136636645
ARM,0.028525210063270648
ARMG,0.05782879855637678
AROW,0.016039599957136403
ARQ,0.0440911155238324
ARQQ,0.08663747911062113
ARQQW,0.003518615814735031
ARQT,0.03075892993502092
ARRY,0.059023125396944466
ARTL,0.16523565324753317
ARTNA,0.01321029226497144
ARTV,0.07007587058768493
ARTW,0.04895219295493576
ARVN,0.03470361316748082
ARVR,0.009788131079693207
ARWR,0.04029928080991834
ASBP,0.274609407139624
ASBPW,
ASET,0.006388086045034746
ASLE,0.02409464542648548
ASMB,0.04495597056105303
ASMG,0.04121645834471369
ASML,0.02117124588312236
ASND,0.02358058925582949
ASNS,0.03803210730067451
ASO,0.03395097874511684
ASPC,0.0016961428226906156
ASPCR,
ASPCU,0.004357332149732707
ASPI,0.06331392154630455
ASPS,0.06501684597689338
ASPSW,
ASPSZ,
ASRT,0.02863648631748543
ASRV,0.021510506582454635
ASST,0.6346991972218439
ASTC,0.021766347189182255
ASTE,0.018389617707041065
ASTH,0.03271416882770033
ASTI,0.20191761468489253
ASTL,0.03747795656853507
ASTLW,
ASTS,0.05123066054819738
ASTX,0.10009798840415043
ASUR,0.02350800257270657
ASYS,0.03831018174943403
ATAI,0.06433715996094011
ATAT,0.02336088572225446
ATCOL,0.002489867274699035
ATEC,0.025433807546022865
ATER,0.04419819349720573
ATEX,0.01983556315266922
ATGL,0.04007022178977839
ATHA,0.05482625176636499
ATHE,0.06792180990255847
ATHR,0.10967342989428033
ATII,0.0010423112952815694
ATIIU,0.005524812638360104
ATIIW,
ATLC,0.02562942142948247
ATLCL,0.004762627397171918
ATLCP,0.004845596005433511
ATLCZ,0.003440828522027475
ATLN,0.06455495322187543
ATLO,0.01526165248138062
ATMC,0.006452936124632313
ATMCR,
ATMCU,0.003139689668518549
ATMCW,
ATMV,0.002357511886194437
ATMVR,
ATMVU,0.006269271980956323
ATNF,0.17299060016524057
ATNFW,
ATNI,0.02541372424500773
ATOM,0.0500399027418927
ATOS,0.04023123807664777
ATPC,0.08850831916813898
ATRA,0.05079624423360202
ATRC,0.021543332113807937
ATRO,0.036455855239179984
ATXG,0.06831429513349065
ATXS,0.05016696798897543
ATYR,0.06082911352470189
AUBN,0.028706986049136803
AUDC,0.03720315861374988
AUID,0.05811805542574386
AUMI,0.026048662213795704
AUPH,0.02972852668618738
AUR,0.043647547560259466
AURA,0.04974153942659107
AUROW,
AUTL,0.043763356643720344
AUUD,0.06938011095235849
AUUDW,
AVAH,0.03618874750656467
AVAV,0.04528744119767309
AVBP,0.03177182689682409
AVDL,0.028934446729718528
AVDX,0.02456448477597703
AVGO,0.020184388220459794
AVGX,0.04027081467037184
AVIR,0.031032827444048647
AVL,0.04047459447680285
AVMC,0.009623340940723365
AVNW,0.019568941270665344
AVO,0.019683036599346893
AVPT,0.02244100150795901
AVR,0.06985338563568547
AVS,0.019888944237096872
AVT,0.013670589984440235
AVTX,0.048476948887467015
AVXC,0.008732638994131207
AVXL,0.04764268177893279
AWRE,0.030665723941979892
AXGN,0.0442432984299633
AXINU,0.0012902951161473455
AXON,0.028736363168074326
AXSM,0.021084464479729653
AXTI,0.05947036174700338
AYRO,0.04440079354464285
AYTU,0.13420309972610361
AZ,0.042813478965313574
AZI,0.13549675811718434
AZN,0.015273805283710458
AZTA,0.030193281571900238
BABX,0.04881193641185899
BACCU,0.0016952432503647458
BACQ,0.002927961228450259
BACQR,
BACQU,0.0054593177836928415
BAER,0.052495615197260856
BAERW,
BAFE,0.00855326592306677
BAFN,0.027286905524810046
BAND,0.026874187540903316
BANF,0.015846554457145764
BANFP,0.006791097167919569
BANL,0.06290089301294707
BANR,0.014868242574884404
BANX,0.008783989132655221
BAOS,0.09699398062999244
BASE,0.040617726822251864
BATRA,0.012235595883928436
BATRK,0.012481778604545262
BAYA,0.0075694219685950165
BAYAR,
BAYAU,0.002962192146718214
BBCP,0.029406800114331673
BBGI,0.03856251540442066
BBH,0.015614600887484245
BBIO,0.02443822606630499
BBLG,0.07304749501098502
BBLGW,0.03040099415471936
BBNX,0.05671284196620497
BBSI,0.011883416622562001
BCAB,0.061156095136072626
BCAL,0.017941674399660976
BCAX,0.07292078492120012
BCBP,0.019100093703410835
BCDA,0.04861813586341032
BCG,0.03195859922312875
BCGWW,
BCLI,0.063501793562602
BCLO,0.001484054183712756
BCML,0.016143018992466274
BCOR,0.02862840793144558
BCPC,0.011387880262172302
BCRX,0.03782749841821558
BCTX,0.09561174985349855
BCTXW,
BCTXZ,
BCYC,0.04061795863324472
BDGS,0.002772650612174319
BDMD,0.09291103778099388
BDMDW,
BDRX,0.06963246634321063
BDSX,0.11105742730544578
BDTX,0.04752584177936073
BEAG,0.002708141872139827
BEAGR,
BEAGU,0.011057032142852129
BEAM,0.04381828673039273
BEAT,0.03828513401033402
BEATW,
BEEM,0.07943916180864014
BEEX,0.006387632865476864
BEEZ,0.00850745749838002
BELFA,0.03765045314511231
BELFB,0.03030690602011883
BELT,0.009891410603042395
BENF,0.06957489117667068
BENFW,
BETRW,
BFC,0.01535046223727415
BFIN,0.01309038058464741
BFRG,0.03545194595618944
BFRGW,
BFRI,0.055199229549272096
BFRIW,
BFST,0.015576684319777717
BGC,0.019688287761607887
BGFV,0.08406732059763504
BGLC,0.3646107644183337
BGLWW,
BGM,0.07437722880731878
BGRN,0.0022863169597025996
BGRO,0.009933070157613423
BHAT,0.042071026136996585
BHF,0.023996391186407524
BHFAL,0.010254617479412394
BHFAM,0.021633001097117154
BHFAN,0.022827277412708964
BHFAO,0.026171551146840225
BHFAP,0.023588729575966375
BHRB,0.01785719767598765
BIAF,0.13180973100496435
BIAFW,
BIB,0.03206983283448418
BIDU,0.023822510868469836
BIGC,0.021264536095668404
BIIB,0.020322864699943936
BILI,0.031493679521937476
BIOA,0.027880019881079035
BIOX,0.04098963330135703
BIRD,0.0689813690727068
BIS,0.031526310751470256
BITF,0.05340742052206766
BITS,0.025497511871221006
BIVI,0.08077136359028275
BIYA,0.1097824150616837
BJDX,0.07728561670929382
BJK,0.012472567773546571
BJRI,0.02849783362027326
BKCH,0.035980133136441536
BKHA,0.013091273165769888
BKHAR,
BKHAU,0.01685391039187188
BKIV,0.01086587066013013
BKNG,0.011984319820175898
BKR,0.02035670269649219
BKWO,0.008819522465591886
BKYI,0.028001716524767326
BL,0.01900260793034645
BLBD,0.018125727366355076
BLBX,0.06567305772133031
BLCN,0.024103589591737723
BLCR,0.008497527395896974
BLDE,0.043369037414345724
BLDEW,
BLDP,0.04729820225206396
BLFS,0.03343590120463647
BLFY,0.016439285616295214
BLIN,0.03662782989580405
BLIV,0.05251088709025977
BLKB,0.014955964619032076
BLMN,0.052690698505710044
BLMZ,0.14375318800775846
BLNE,0.1166294900725825
BLNK,0.05553052620658428
BLRX,0.07613301029855625
BLTE,0.028443780340973574
BLUWU,0.0012548216578945261
BLZE,0.033132543827315564
BMAX,0.015631654422795602
BMBL,0.05533333071244264
BMDL,0.003052420585809789
BMEA,0.11175421278499831
BMGL,0.6658190828124699
BMHL,0.020717223476007938
BMR,0.05756890944715455
BMRA,0.042663685684991653
BMRC,0.018455249576319426
BMRN,0.0167038458039414
BNAI,0.1234291266193707
BNAIW,
BND,0.002892535674894288
BNDW,0.002392557275605567
BNDX,0.0020852805553972105
BNGO,0.024176129667725064
BNR,0.09044089240930116
BNRG,0.0783672723507592
BNTC,0.0445792558522058
BNTX,0.032272112951964395
BNZI,0.06401492699591514
BNZIW,
BOED,0.016347217922391667
BOEG,0.03421136392415501
BOEU,0.03290206897764116
BOF,0.05315674545804465
BOKF,0.015617546140803915
BOLD,0.04233673647757293
BOLT,0.04463491031714798
BON,0.1057909366946372
BOOM,0.04013349206924977
BOSC,0.034794955977385335
BOTJ,0.015224041540142204
BOTT,0.010436784269914488
BOTZ,0.01354316970299432
BOWN,0.06219903428865903
BOWNR,
BOWNU,0.03818814389672434
BOXL,0.047311475777153285
BPMC,0.04013020004484891
BPOP,0.012532146950369855
BPOPM,0.005712194561041019
BPRN,0.01867691541464029
BPYPM,0.01094652494684807
BPYPN,0.013480038672089753
BPYPO,0.014345866721913401
BPYPP,0.01224107819899127
BRAG,0.024818017014468712
BREA,0.05790444347061088
BRFH,0.06920817284582538
BRHY,0.0023916594603222694
BRID,0.01914316737592912
BRKD,0.011369121108051602
BRKL,0.01609174066772397
BRKR,0.03369494438377198
BRKU,0.020327109642401264
BRLS,0.09330132908773334
BRLSW,
BRLT,0.03436583118101612
BRNS,0.10041195483669739
BRNY,0.007062357282678976
BROG,0.1353340195345863
BRRR,0.020346206932705682
BRTR,0.0026448545750871184
BRTX,0.04192343753214118
BRY,0.047346759913471224
BRZE,0.03347661121710801
BSAAU,0.000984077347689337
BSBK,0.019857984559153035
BSCP,0.00037623157826470894
BSCQ,0.00041247217229016276
BSCR,0.0008299915610391741
BSCS,0.0013849516722145591
BSCT,0.001763346901342159
BSCU,0.002192199365945461
BSCV,0.002678834858904727
BSCW,0.00295457011309102
BSCX,0.0031382519402065744
BSCY,0.003232054503406529
BSCZ,0.003041745847085981
BSET,0.03162054663322616
BSJP,0.0004671438995293459
BSJQ,0.0012784343797730808
BSJR,0.001936961119640095
BSJS,0.002296276706189808
BSJT,0.0031118939936058583
BSJU,0.002616546057827257
BSJV,0.003101137441231485
BSJW,0.002628580983487243
BSJX,0.0021167925585427708
BSLK,0.1542710947206076
BSLKW,
BSMP,0.0006107351216397121
BSMQ,0.0009291613932623776
BSMR,0.0012254282617545447
BSMS,0.0014555749840992633
BSMT,0.0014266546934232796
BSMU,0.001631192476408406
BSMV,0.002216917848096477
BSMW,0.0021082733714691626
BSMY,0.002334106153798871
BSRR,0.019560056356204544
BSSX,0.002475172280225967
BSVN,0.01744238171952841
BSVO,0.013221865301999638
BSY,0.012574544808770908
BTAI,0.06251731615935686
BTBD,0.04709800464989766
BTBDW,
BTBT,0.06669055847400643
BTCS,0.1907205342290872
BTCT,0.054772843772183465
BTDR,0.05493211211097322
BTF,0.03173881229762132
BTFX,0.04002620747585956
BTGD,0.022986033274506944
BTM,0.08316951688975828
BTMD,0.04039137703958412
BTMWW,
BTOC,0.0734328545461567
BTOG,0.17539845211169908
BTSG,0.03157726039003873
BTSGU,0.028039262409468534
BUFC,0.002074459383441328
BUG,0.013484602694475342
BULD,0.012528366764483255
BULL,0.07232530471993223
BULLW,0.13577301975061626
BULLZ,
BUSE,0.015696870911926817
BUSEP,0.0027304440890606467
BVFL,0.010780026800477351
BVS,0.030253511269609307
BWAY,0.030615119516383047
BWB,0.015322389802098473
BWBBP,0.010493860941586703
BWEN,0.050117862919113576
BWFG,0.017659604757939488
BWIN,0.024147594920327673
BWMN,0.02088311682525833
BWMX,0.03961423629399687
BYFC,0.025444083157279772
BYND,0.04652478967724005
BYON,0.0637515568980045
BYRN,0.05442500564449147
BYSI,0.0801749402606419
BZ,0.026827727197960494
BZFD,0.05172888557445247
BZFDW,
BZUN,0.03863979865495276
CA,0.0020232572157108863
CAAS,0.019862686683455602
CABA,0.07985647525560947
CAC,0.015229070108658845
CACC,0.02017978667056254
CADL,0.04814728272826987
CAEP,0.0095172858064011
CAFG,0.009644099245902846
CAI,0.037090440422853935
CAKE,0.019896616381754377
CALC,0.07135288529806652
CALI,0.0006085510918788284
CALM,0.029036919685416458
CAMP,0.0587857633987713
CAMT,0.027904671199548346
CAN,0.07718557015558991
CANC,0.01895154737927338
CANQ,0.006779548221852294
CAPN,0.0036518452162641784
CAPNR,
CAPNU,0.015016743685735138
CAPR,0.10276396824132732
CAPS,0.0831297718812011
CAPT,0.1106123830255623
CAPTW,
CAR,0.0340671859554749
CARE,0.014087597727169828
CARG,0.022175523895478663
CARL,0.008319687761377148
CARM,0.5160107046373759
CART,0.02610433646971053
CARV,0.06500242891350602
CARZ,0.014076955103027769
CASH,0.013501854397107358
CASI,0.05984261330043204
CASK,0.08913053625782365
CASS,0.014607645060824098
CASY,0.01953808678314598
CATH,0.007793760647814877
CATY,0.017077102630664323
CAUD,3.8234869588327927
CBAN,0.0193736515929791
CBAT,0.03821224451890514
CBFV,0.016814412997855174
CBIO,0.053700976843343705
CBLL,0.03069695062772089
CBNK,0.014398605947507566
CBRL,0.039475578760561854
CBSH,0.013471051240506559
CBUS,0.08475087774427512
CCAP,0.014551434216553907
CCB,0.023396362930392833
CCBG,0.016877444303333634
CCCC,0.06836874337020789
CCCM,0.06489117664977832
CCCMU,0.054813420451449706
CCCMW,0.3185827671854419
CCCS,0.023006677669125033
CCCX,0.0023864365635926726
CCCXU,0.005325081325827136
CCCXW,
CCD,0.007762683794980041
CCEC,0.025311397701724674
CCEP,0.009980863764194402
CCG,0.02223744441036875
CCGWW,0.0861734879235477
CCIIU,0.0021383352843340883
CCIR,0.01604615687847822
CCIRU,0.042060180209672886
CCIRW,
CCIX,0.008606267771946396
CCIXU,0.022384077502597407
CCIXW,
CCLD,0.05021023126472698
CCLDO,0.011445111995232396
CCNE,0.01574133591142879
CCNEP,0.00999043292338365
CCNR,0.00996110225341994
CCOI,0.02632387125037659
CCRN,0.01611207481007831
CCSB,0.0018616906940484854
CCSI,0.026783075539937657
CCSO,0.009972197353329888
CCTG,0.029085321184325736
CDC,0.007328559616792802
CDIO,0.09226965784284115
CDIOW,
CDL,0.007145961091286682
CDLX,0.09066366048113095
CDNA,0.060969779017247
CDNS,0.019359657447120437
CDRO,0.02168263456384405
CDROW,
CDT,0.06893605524624137
CDTG,0.09814787472091167
CDTTW,
CDTX,0.15514202742313452
CDW,0.018333258562231038
CDXS,0.049622586581063284
CDZI,0.030017618119150047
CDZIP,0.013888416109800046
CECO,0.023637981159293872
CEFA,0.007520385452889703
CEG,0.02484669796401729
CELC,0.24399007206052173
CELH,0.0233931949862941
CELU,0.08970586270734354
CELUW,
CELZ,0.07998492302530552
CENN,0.06359235775506214
CENT,0.02056479981651679
CENTA,0.02116974078648617
CENX,0.04070776124557572
CEP,0.08909186097183776
CEPI,0.010196979326056663
CEPO,0.04310062065289748
CEPT,0.012117694689754285
CERO,0.2629732305145878
CEROW,
CERS,0.03988375333762125
CERT,0.029720147724197392
CETX,0.09008206348860653
CETY,0.05891996283115227
CEVA,0.03754065856608347
CFA,0.007631553389959949
CFBK,0.00615141914993774
CFFI,0.019771560988974545
CFFN,0.014982170146291416
CFLT,0.022206167343026526
CFO,0.007661655988538196
CFSB,0.08818500531342513
CG,0.021616485404744343
CGABL,0.007120663110693785
CGBD,0.012872495869188656
CGBDL,0.004705551671453672
CGBS,0.21038675695211898
CGBSW,
CGC,0.07304269979552559
CGCT,0.0010495381276913317
CGCTU,0.0009953455388306185
CGCTW,
CGEM,0.0341097863444402
CGEN,0.042829718637857415
CGNT,0.026847153394120346
CGNX,0.019781123915022365
CGO,0.006721017867694578
CGON,0.0428792175229258
CGTX,0.10866216380603992
CHA,0.043602755958069776
CHAC,0.0018694333501768755
CHACR,
CHACU,0.006396742392166032
CHAR,0.0016452894536821555
CHARR,
CHARU,0.0014022973074384899
CHCI,0.04030647299610406
CHCO,0.014007691319702788
CHDN,0.015742256155415996
CHEF,0.020526886614485238
CHEK,0.04666269962900153
CHI,0.0063028884527264895
CHKP,0.014240375295311698
CHMG,0.01722877241431149
CHNR,0.06096477931664241
CHPG,0.0019096394894508946
CHPGR,
CHPGU,0.0031534455538324855
CHPS,0.015368946324488184
CHR,0.053719174250085114
CHRD,0.022038194007293413
CHRS,0.0501195460984751
CHRW,0.01644942945162516
CHSCL,0.003935959506106975
CHSCM,0.0045825118966747475
CHSCN,0.003949718938540624
CHSCO,0.003963054404819152
CHSCP,0.005032630157472249
CHSN,0.10738727324047946
CHTR,0.029756354759259585
CHW,0.006470773796665421
CHX,0.020060032618308812
CHY,0.005759731011798274
CHYM,0.045203312838298156
CIBR,0.010621708527832873
CIFR,0.060469188140881876
CIFRW,
CIGI,0.01619336880291418
CIGL,0.18407400126402193
CIL,0.0066302647626674035
CINF,0.01240959265495815
CING,0.0443796162813684
CINGW,
CISO,0.12131679493184597
CISS,0.040707936051765134
CIVB,0.025990228351839565
CJET,0.06796785396920031
CJMB,0.05163871037865794
CLAR,0.02434153859396596
CLBK,0.016407595354847822
CLBT,0.022593996211424335
CLDX,0.03714994918372586
CLEU,0.28720604023269536
CLFD,0.022112017357263893
CLGN,0.13765926809194756
CLIK,0.23262574258802318
CLINW,
CLIR,0.046073030372654665
CLLS,0.07785844914541881
CLMB,0.02057381100210853
CLMT,0.030258929815676905
CLNE,0.04652561795631347
CLNN,0.08502832003689227
CLNNW,
CLOA,0.00045943183997850656
CLOD,0.010098435993739134
CLOU,0.012652453762021586
CLOV,0.03998170316733766
CLPS,0.028101876513316804
CLPT,0.037664615465061356
CLRB,0.11369092048381899
CLRO,0.12580156017347977
CLSD,0.11104308266950566
CLSK,0.04694759310159621
CLSKW,
CLSM,0.005310708395812956
CLST,0.01126892993457139
CLWT,0.04550265939312031
CLYM,0.04418674248585356
CMBM,0.11488263404413909
CMCO,0.03758273206240244
CMCSA,0.01297794739210222
CMCT,0.06874244159435651
CME,0.011827513463998738
CMMB,0.025555813986363505
CMND,0.04650753730516342
CMPO,0.01805740390686757
CMPOV,
CMPOW,
CMPR,0.027021048037982973
CMPS,0.0804004120834708
CMPX,0.039165373917553654
CMTL,0.0607151341988147
CNCKW,
CNDT,0.033560546657330104
CNET,0.07675153108294706
CNEY,0.0563515693799489
CNFR,0.03779791284363778
CNFRZ,0.05351145674551027
CNOB,0.01733829806634781
CNOBP,0.004519376777688026
CNSP,0.05118287299741314
CNTA,0.03469546915793138
CNTB,0.07229274902131685
CNTX,0.051460189049188136
CNTY,0.053827691432349625
CNVS,0.039530818988584855
CNXC,0.026617160846533778
CNXN,0.011985195407823437
COCH,0.04085466714956509
COCHW,
COCO,0.01801462245270953
COCP,0.040039036468330666
CODA,0.03667355795666402
CODX,0.0495157312527765
COEP,0.04882096813443388
COEPW,
COFS,0.016205580752048115
COGT,0.05302264699945191
COHU,0.026573751492417766
COIG,0.10535732074203917
COIN,0.05182310484244488
COKE,0.01915265151086414
COLA,0.001250320843141811
COLAR,
COLAU,0.002167194484531951
COLB,0.022213342861854668
COLL,0.017101346451755386
COLM,0.021955476592257734
COMM,0.04321623838955135
COMT,0.010191579192416825
CONI,0.10322224112388671
CONL,0.10313828247231237
COO,0.02500173644746979
COOP,0.028230498550620108
COOT,0.04617474122875883
COOTW,
COPJ,0.015310990903013006
COPP,0.018593826805701825
CORO,0.0066571258493167825
CORT,0.024399130622624294
CORZ,0.0582719219476099
CORZW,
CORZZ,
COSM,0.05363613607245878
COST,0.010782324879989704
COWG,0.009421839981695187
COWS,0.011637361791661761
COYA,0.033202861046998766
CPBI,0.007979475326183847
CPHC,0.017892050352033315
CPIX,0.08954216005091067
CPLS,0.0027340171059186368
CPOP,0.06675950202029557
CPRT,0.017997466416953326
CPRX,0.01935023336150781
CPSH,0.05150921256139784
CPSS,0.024160709345908672
CPZ,0.00582097845227729
CRACU,
CRAI,0.018378912985313002
CRAQ,0.0019062887211732532
CRAQR,
CRBP,0.05033717876866172
CRBU,0.06657387774125516
CRCT,0.03660592877246238
CRDF,0.05200897504917201
CRDL,0.04724525440849255
CRDO,0.03893351616404995
CRE,0.11294136219886243
CREG,0.0871017921577928
CRESW,
CRESY,0.020655196866093004
CREV,0.12113466747417496
CREVW,
CREX,0.06103678533098265
