date,no1,no2,no3,no4,no5
2014-01-02 05:00:00,-0.606123,-0.359772,0.774294,1.537311,-0.381475
2014-01-02 06:00:00,-0.150865,0.581377,1.694064,0.175730,0.030899
2014-01-02 07:00:00,-1.706725,1.576367,0.890242,0.715589,-0.498176
2014-01-02 08:00:00,-0.018435,-1.829553,0.418386,0.836931,0.174823
2014-01-02 09:00:00,-0.410924,0.241805,0.948967,0.151859,-0.175838
2014-01-02 10:00:00,-0.400518,-0.801024,0.184543,-0.717788,3.005685
2014-01-02 11:00:00,-1.627016,-0.168471,-0.246805,-1.273640,-0.372671
2014-01-02 12:00:00,-1.706712,0.388024,-0.312118,-1.730491,-0.040417
2014-01-02 13:00:00,0.674331,2.082879,0.621280,0.013156,-0.386397
2014-01-02 14:00:00,0.747696,0.685526,-0.315176,-0.450324,0.915772
2014-01-02 15:00:00,-1.197593,0.277170,-1.103155,-0.049765,-1.061363
2014-01-02 16:00:00,0.630956,1.866748,0.584608,-2.329022,-1.027186
2014-01-02 17:00:00,-1.511934,0.089433,1.909716,1.104616,-0.635681
2014-01-02 18:00:00,0.663446,-0.389970,0.130178,-0.087432,-0.930149
2014-01-02 19:00:00,-0.952435,-0.453943,-0.334328,0.606875,-0.366425
2014-01-02 20:00:00,1.906341,-0.466048,-0.099999,0.829728,1.797596
2014-01-02 21:00:00,1.431244,0.650756,-0.446312,-1.530176,1.406222
2014-01-02 22:00:00,-0.485488,0.444110,-0.481730,1.452117,-0.598860
2014-01-02 23:00:00,1.201880,-1.039730,-0.783660,-0.218700,0.577233
2014-01-03 00:00:00,0.143531,-0.694771,2.178707,-1.534265,-0.318095
2014-01-03 01:00:00,-0.556032,1.553840,-0.370797,-0.224615,0.215050
2014-01-03 02:00:00,-0.052876,0.703911,-0.687404,-1.581601,0.051456
2014-01-03 03:00:00,1.294969,0.066896,-2.436720,0.582476,-0.285500
2014-01-03 04:00:00,-1.088983,1.292509,0.676061,-0.088694,0.582843
2014-01-03 05:00:00,-0.919253,0.110494,0.691462,-1.389619,0.175381
2014-01-03 06:00:00,-2.815527,-0.450057,-0.557107,-1.650207,-2.005825
2014-01-03 07:00:00,1.421654,-0.362071,-0.469663,-0.128740,-0.500933
2014-01-03 08:00:00,-1.146313,0.219707,0.750981,-1.109360,2.179684
2014-01-03 09:00:00,1.448711,0.675373,0.862540,0.276991,0.793345
2014-01-03 10:00:00,-0.534016,-0.421072,0.783122,-0.976955,-1.574193
2014-01-03 11:00:00,1.471855,-1.281950,-0.821071,-0.242487,0.743955
2014-01-03 12:00:00,-0.314096,-0.673262,0.266650,-1.424299,1.416757
2014-01-03 13:00:00,0.930015,-0.399607,-1.379981,-1.655871,1.687623
2014-01-03 14:00:00,0.917045,-0.892166,-0.991435,-1.024156,-0.409871
2014-01-03 15:00:00,-0.627724,-1.850763,0.224497,-0.345381,0.993046
2014-01-03 16:00:00,0.561734,-0.060027,-0.945455,0.695005,-1.832300
2014-01-03 17:00:00,-1.405231,0.304119,0.173930,0.233577,0.231204
2014-01-03 18:00:00,-1.513630,0.076990,-0.866571,-0.061911,-0.059896
2014-01-03 19:00:00,-2.128936,0.251585,0.247657,0.302518,-0.453152
2014-01-03 20:00:00,-1.168130,-0.239613,-0.769728,0.781024,-0.099194
2014-01-03 21:00:00,-1.033775,-0.325276,-0.050238,0.151669,-0.847447
2014-01-03 22:00:00,0.544708,-1.393909,-1.762445,1.213329,-0.123225
2014-01-03 23:00:00,0.605359,-0.761388,-0.269066,-1.191268,1.165294
2014-01-04 00:00:00,-0.366848,0.002944,-0.965174,1.086943,-0.379818
2014-01-04 01:00:00,1.092737,0.605069,0.142157,-0.787073,-0.031855
2014-01-04 02:00:00,0.306815,0.287275,0.838408,0.393597,-1.581637
2014-01-04 03:00:00,-0.766033,-2.173355,0.922271,-0.035712,0.261061
2014-01-04 04:00:00,0.830090,-0.560236,0.442735,0.820514,-0.034713
2014-01-04 05:00:00,0.459737,0.373607,0.040948,-0.629452,-1.989518
2014-01-04 06:00:00,0.138203,-0.165593,-0.858479,0.746423,0.253651
2014-01-04 07:00:00,-0.011848,0.737779,0.423420,0.866472,-0.561477
2014-01-04 08:00:00,0.760303,0.693200,-1.076876,-0.138914,-0.473053
2014-01-04 09:00:00,0.995545,1.609388,0.292518,-0.871270,0.136410
2014-01-04 10:00:00,0.247048,1.613895,0.598802,-0.748502,-1.170746
2014-01-04 11:00:00,-1.291421,0.147245,1.483659,-1.006896,0.777072
2014-01-04 12:00:00,1.210448,-0.294364,-2.287881,0.372692,-0.526247
2014-01-04 13:00:00,-0.219397,-0.193048,-0.372390,0.763015,0.211745
2014-01-04 14:00:00,-0.022517,-0.279376,-1.235051,-1.951707,-1.015796
2014-01-04 15:00:00,-0.513627,-0.360810,-1.444409,0.593294,-0.975202
2014-01-04 16:00:00,0.776189,3.438645,-1.022596,-0.884650,0.985256
2014-01-04 17:00:00,-1.521830,0.379142,-2.413027,-0.935168,0.904651
2014-01-04 18:00:00,-0.127727,-0.330019,1.475969,1.053700,-1.989679
2014-01-04 19:00:00,1.811766,0.105867,0.100115,-0.436888,1.568294
2014-01-04 20:00:00,-1.165634,-2.368206,1.147621,0.733476,0.284751
2014-01-04 21:00:00,1.387632,-0.021462,0.386198,-1.164105,1.071421
2014-01-04 22:00:00,0.857309,-0.551112,-0.922756,-1.184595,-1.043690
2014-01-04 23:00:00,-0.206689,-0.409556,-0.400415,-0.633250,-1.312572
2014-01-05 00:00:00,0.132880,2.722067,0.451052,-1.537226,1.386699
2014-01-05 01:00:00,0.221914,-0.588238,-1.457907,2.142011,0.578550
2014-01-05 02:00:00,0.275235,0.428120,0.240736,-2.439368,-1.820954
2014-01-05 03:00:00,-0.194393,-1.790949,1.079994,1.394041,1.447194
2014-01-05 04:00:00,-0.540990,0.248811,-1.381077,-0.472902,-0.471274
2014-01-05 05:00:00,0.426915,-1.156188,1.242704,-0.340141,1.000990
2014-01-05 06:00:00,-0.499565,-0.926843,-0.031426,1.546009,-0.350569
2014-01-05 07:00:00,-0.749416,-1.423129,-0.080271,-0.680408,-0.285256
2014-01-05 08:00:00,2.146539,-1.157888,0.939842,-1.695333,-0.475102
2014-01-05 09:00:00,0.146737,-0.498821,-0.669749,0.874014,1.351655
2014-01-05 10:00:00,-1.189482,-0.753410,0.089038,0.352382,-0.061674
2014-01-05 11:00:00,-1.233574,-0.245311,-1.918152,-0.405560,1.272686
2014-01-05 12:00:00,-0.526406,0.409511,-0.157949,0.782901,-1.357027
2014-01-05 13:00:00,-1.240641,-0.686618,-0.385226,0.031564,0.704830
2014-01-05 14:00:00,-0.561256,0.169752,-0.022562,0.118449,0.396187
2014-01-05 15:00:00,1.364418,-1.606611,-0.319742,-1.409714,-0.025412
2014-01-05 16:00:00,-0.172994,-0.373901,-1.379649,0.295614,1.469148
2014-01-05 17:00:00,1.038161,-0.196303,-2.031819,0.045577,0.189775
2014-01-05 18:00:00,-0.136916,-1.242185,0.547841,-1.359260,1.001859
2014-01-05 19:00:00,0.341212,1.023273,0.190955,0.016800,-1.603608
2014-01-05 20:00:00,1.728100,2.299619,-0.251751,-1.005002,-0.114396
2014-01-05 21:00:00,-0.486114,-0.867432,0.703509,1.602707,0.517940
2014-01-05 22:00:00,-0.476231,1.273264,-0.511117,-0.170006,1.112284
2014-01-05 23:00:00,0.355435,-1.521665,-0.120408,-3.040415,-0.926939
2014-01-06 00:00:00,1.273792,0.362753,1.616958,1.083111,1.064316
2014-01-06 01:00:00,0.127651,-1.928964,0.536718,-1.021959,-1.808690
2014-01-06 02:00:00,0.841852,0.282810,-0.924483,0.974152,-1.388539
2014-01-06 03:00:00,1.046091,0.991867,0.789100,0.173851,-0.468224
2014-01-06 04:00:00,0.181090,-0.262219,-0.337827,1.330806,1.149905
2014-01-06 05:00:00,-0.270942,1.135358,-1.725153,0.130793,0.294649
2014-01-06 06:00:00,0.123045,-0.521275,0.769153,-0.197366,-0.586201
2014-01-06 07:00:00,1.598665,-0.060340,-1.533577,-0.752054,-1.802394
2014-01-06 08:00:00,0.650728,-1.046527,0.304432,-0.184397,-0.560574
2014-01-06 09:00:00,-1.051778,0.029685,-1.783476,0.969388,-0.584398
2014-01-06 10:00:00,0.461307,1.431599,0.471531,0.432741,0.818412
2014-01-06 11:00:00,0.708613,-0.634997,-0.878819,-0.071057,-3.269165
2014-01-06 12:00:00,-0.422988,0.928670,-0.922329,0.808207,-1.506444
2014-01-06 13:00:00,0.717834,0.077575,-1.521115,0.166347,0.086284
2014-01-06 14:00:00,0.556687,2.430568,1.409034,-0.448185,-0.400488
2014-01-06 15:00:00,-0.247648,-1.973931,-0.600709,1.056921,-0.108604
2014-01-06 16:00:00,-0.319763,0.519494,1.613643,0.018949,-0.047645
2014-01-06 17:00:00,-0.317752,1.105645,-0.040416,-0.662557,0.059804
2014-01-06 18:00:00,0.431687,-1.215214,-0.712977,0.578031,-0.148456
2014-01-06 19:00:00,0.594398,-0.058850,-1.409651,0.372987,0.663058
2014-01-06 20:00:00,0.472757,-0.060577,-1.495278,-1.460170,0.069919
2014-01-06 21:00:00,-0.689188,-0.104112,0.357882,0.858038,1.116436
2014-01-06 22:00:00,-1.567442,0.976272,-0.180971,-0.290171,-1.485143
2014-01-06 23:00:00,0.819657,-0.610939,-0.753228,0.082702,-1.489525
2014-01-07 00:00:00,0.809174,0.201642,0.938142,1.805375,-0.283741
2014-01-07 01:00:00,0.478566,0.884422,1.706011,0.666000,-0.186192
2014-01-07 02:00:00,0.448447,1.678129,0.186582,1.740066,-0.263494
2014-01-07 03:00:00,0.344486,0.765631,-0.632992,0.757383,1.367481
2014-01-07 04:00:00,-1.412302,0.586333,0.045878,1.045084,-0.926675
2014-01-07 05:00:00,0.217056,0.902810,0.802469,-1.463361,-0.787084
2014-01-07 06:00:00,-0.973547,-0.764379,-0.430585,-0.065534,-0.015783
2014-01-07 07:00:00,1.000808,-0.515181,-1.442473,0.120654,0.581948
2014-01-07 08:00:00,0.940638,0.495487,0.216154,-0.705117,-1.346321
2014-01-07 09:00:00,2.320157,-2.404672,-1.278731,2.441445,-0.513587
2014-01-07 10:00:00,-1.449823,0.284298,-1.175447,-1.472861,-0.902014
2014-01-07 11:00:00,0.332464,0.584411,0.436494,1.285068,-0.159162
2014-01-07 12:00:00,0.577393,-0.628999,-0.804635,-0.770518,-1.291706
2014-01-07 13:00:00,1.686277,-0.278014,-0.309990,-0.699528,-0.095943
2014-01-07 14:00:00,-0.124050,0.078811,-0.912079,-0.366597,0.733038
2014-01-07 15:00:00,-0.194671,1.167457,0.696190,1.616443,0.327594
2014-01-07 16:00:00,-0.472981,0.886656,-0.233040,-0.033068,1.606593
2014-01-07 17:00:00,0.038858,0.575636,-0.018033,-0.735237,-1.042158
2014-01-07 18:00:00,0.010610,0.142861,-0.651383,0.509034,-1.446146
2014-01-07 19:00:00,-1.011955,-0.379283,-0.790227,0.071527,-1.367269
2014-01-07 20:00:00,0.452807,-0.277423,-1.207714,1.330046,-0.347940
2014-01-07 21:00:00,0.159760,-0.896383,0.642039,-1.512268,-0.006332
2014-01-07 22:00:00,0.398809,0.943754,1.427783,0.878316,0.191068
2014-01-07 23:00:00,0.090637,1.436458,0.626979,-1.292695,0.828299
2014-01-08 00:00:00,-1.124449,0.608632,1.524618,-1.207597,0.744667
2014-01-08 01:00:00,1.026877,-0.184099,-0.558602,0.478281,0.270232
2014-01-08 02:00:00,-0.084229,-0.573100,1.897563,1.552805,1.637270
2014-01-08 03:00:00,1.074373,1.735632,0.749425,-1.408922,-1.821998
2014-01-08 04:00:00,0.158865,0.038367,0.735612,0.211178,-1.191818
2014-01-08 05:00:00,0.163285,0.206792,0.941051,-0.400005,0.356552
2014-01-08 06:00:00,-0.116948,-0.058572,0.965589,-0.072137,-1.190519
2014-01-08 07:00:00,-0.460158,0.283450,0.818263,0.173676,-0.405535
2014-01-08 08:00:00,-1.186416,-0.922552,2.098808,0.740824,0.452152
2014-01-08 09:00:00,1.294363,-0.721296,0.065661,-1.070963,-0.560536
2014-01-08 10:00:00,0.988728,-0.545959,0.988563,2.825951,0.477606
2014-01-08 11:00:00,-0.257392,0.067187,-1.000782,1.172741,1.354358
2014-01-08 12:00:00,-1.179526,0.412207,-1.217881,-0.213763,-1.617691
2014-01-08 13:00:00,0.501838,0.263592,1.433136,0.412721,0.814300
2014-01-08 14:00:00,1.030113,-0.895086,1.400715,-0.578038,0.960564
2014-01-08 15:00:00,0.327867,-0.175236,-0.441558,-0.229317,0.603612
2014-01-08 16:00:00,1.204094,-0.105064,-3.041011,1.228872,0.085072
2014-01-08 17:00:00,-0.137015,-0.843403,-1.023767,0.871059,0.629254
2014-01-08 18:00:00,0.968086,0.355024,-0.395171,0.577720,-1.907165
2014-01-08 19:00:00,1.557691,-0.371388,0.223815,-0.008261,1.172391
2014-01-08 20:00:00,-2.300155,1.333455,0.982964,-0.253002,0.200343
2014-01-08 21:00:00,-0.414522,-0.110497,0.433927,0.014475,1.032589
2014-01-08 22:00:00,0.354796,1.113690,1.068098,-1.297908,0.399088
2014-01-08 23:00:00,0.894521,0.051252,-0.268959,1.383771,1.490272
2014-01-09 00:00:00,-0.655767,0.937688,-1.216456,0.810562,-0.039146
2014-01-09 01:00:00,-0.356927,-0.102948,-0.626864,0.319030,-0.127836
2014-01-09 02:00:00,0.494505,1.318335,-0.542957,-0.660473,-0.427914
2014-01-09 03:00:00,-0.336339,-1.372147,-0.483912,0.219306,-1.206218
2014-01-09 04:00:00,0.070747,-0.498638,1.544643,0.806411,0.641100
2014-01-09 05:00:00,-1.094477,1.112825,-1.980247,0.594361,-0.349496
2014-01-09 06:00:00,0.348214,-0.018949,0.440817,-0.269812,0.230840
2014-01-09 07:00:00,1.112420,0.680152,1.058542,0.395537,0.188640
2014-01-09 08:00:00,-0.002156,-0.677158,-2.322066,0.744282,1.273746
2014-01-09 09:00:00,-0.458961,1.040447,-0.590170,0.038972,-0.263919
2014-01-09 10:00:00,0.751711,-1.751940,0.691883,-0.644363,0.571944
2014-01-09 11:00:00,0.157602,1.225725,1.162503,0.177932,0.620478
2014-01-09 12:00:00,0.412925,0.068135,-0.233074,0.960742,0.209026
2014-01-09 13:00:00,-0.695815,-0.140985,0.502781,-1.498399,0.765794
2014-01-09 14:00:00,-0.081762,0.305516,-0.182766,-0.012935,-1.165894
2014-01-09 15:00:00,0.655305,-0.870784,-0.528977,0.104117,-0.932938
2014-01-09 16:00:00,0.445268,0.643008,0.745048,0.433976,-0.221401
2014-01-09 17:00:00,0.372858,0.394484,0.450986,0.648923,1.287071
2014-01-09 18:00:00,1.582055,0.794348,-2.018709,0.278515,0.174393
2014-01-09 19:00:00,-1.950369,-1.383991,-0.700406,-0.005939,-0.814963
2014-01-09 20:00:00,0.556277,1.104755,1.147617,-0.844304,2.145981
2014-01-09 21:00:00,0.840398,-2.166320,-0.699504,-1.582469,1.360034
2014-01-09 22:00:00,-0.053551,-0.929278,0.660428,-1.285417,0.413227
2014-01-09 23:00:00,1.495519,0.725764,-0.658931,0.075558,-0.074727
2014-01-10 00:00:00,1.050454,-1.455559,0.888509,-0.930282,0.530526
2014-01-10 01:00:00,-0.512570,0.519828,0.940149,0.272372,-0.390688
2014-01-10 02:00:00,-2.711234,-0.012954,-0.634720,0.060361,1.671821
2014-01-10 03:00:00,0.121064,1.804842,-0.498826,0.293716,0.774318
2014-01-10 04:00:00,-0.910994,-0.291290,0.490191,-0.759717,-0.819613
2014-01-10 05:00:00,-0.681932,0.529383,-0.161461,1.449911,-1.465869
2014-01-10 06:00:00,0.148665,0.181266,-2.501444,1.379508,-0.311178
2014-01-10 07:00:00,-0.747500,1.280609,1.411580,0.697287,-0.731648
2014-01-10 08:00:00,-1.255096,0.121267,-0.881067,-0.337426,1.138199
2014-01-10 09:00:00,0.121336,0.039747,0.264221,-0.412698,-0.612226
2014-01-10 10:00:00,0.472165,-0.121671,2.071492,-0.131367,0.430677
2014-01-10 11:00:00,-0.564472,-0.515644,0.256273,1.503988,0.913230
2014-01-10 12:00:00,-0.938357,0.725180,-0.352065,-0.145439,-1.602076
2014-01-10 13:00:00,0.646104,0.458416,-1.076474,-0.791761,-0.286171
2014-01-10 14:00:00,0.385100,0.943752,1.256900,0.194042,-0.734038
2014-01-10 15:00:00,0.132172,0.974110,-0.353603,1.028462,1.041259
2014-01-10 16:00:00,0.673669,-0.082669,-0.148168,-1.309104,-0.723109
2014-01-10 17:00:00,-1.423355,1.520563,-1.539212,-0.832891,1.023168
2014-01-10 18:00:00,-0.656147,-1.609028,-0.660666,1.047804,0.096855
2014-01-10 19:00:00,0.418750,1.176448,0.610668,-1.373854,0.461863
2014-01-10 20:00:00,-1.474471,1.827810,-0.452870,0.457255,0.099459
2014-01-10 21:00:00,-0.801888,0.122545,-0.328565,-1.177696,-1.529414
2014-01-10 22:00:00,1.047209,-0.766621,2.431454,-0.022199,0.728321
2014-01-10 23:00:00,-1.208439,-0.310546,0.050139,0.366985,0.813634
2014-01-11 00:00:00,0.599384,1.945645,-0.418868,0.479651,-0.705291
2014-01-11 01:00:00,0.596400,-0.959980,-0.853340,-0.044745,-0.515056
2014-01-11 02:00:00,0.656017,-0.669355,0.229090,0.200507,0.095707
2014-01-11 03:00:00,-0.066507,0.631893,-0.037964,0.049471,1.266207
2014-01-11 04:00:00,-0.406995,0.351398,-0.887214,-1.338788,-0.360184
2014-01-11 05:00:00,1.713230,1.733468,-0.939256,-1.458936,-1.739893
2014-01-11 06:00:00,0.918259,-0.276318,-0.983647,-0.562320,-0.594923
2014-01-11 07:00:00,-0.525909,2.089223,0.783996,0.794649,0.143455
2014-01-11 08:00:00,0.940627,0.366025,1.123387,-0.549737,2.713888
2014-01-11 09:00:00,-0.580783,-0.483811,0.464387,0.658343,-0.247474
2014-01-11 10:00:00,-0.364191,-0.009588,-0.716590,0.171496,0.029916
2014-01-11 11:00:00,0.080918,-1.934537,-0.651627,-1.026073,0.354612
2014-01-11 12:00:00,0.748807,-0.602207,-0.256967,0.287651,-1.012548
2014-01-11 13:00:00,-1.276797,-0.770138,0.534063,-1.527017,-0.388279
2014-01-11 14:00:00,-0.124824,0.800104,0.270902,-1.334889,-0.180498
2014-01-11 15:00:00,1.766933,-1.159349,-0.855582,-0.592831,-0.767781
2014-01-11 16:00:00,-0.453673,-1.137566,0.566115,1.950371,1.132356
2014-01-11 17:00:00,0.413094,-0.620580,-0.818560,0.306410,-1.563668
2014-01-11 18:00:00,-0.995654,1.205780,0.834243,-0.581652,1.049736
2014-01-11 19:00:00,0.222642,-1.896310,-1.981577,-0.618651,0.245972
2014-01-11 20:00:00,-0.633566,-0.493590,1.428273,-0.793453,-0.533422
2014-01-11 21:00:00,0.395307,1.148150,-1.445940,2.101575,-1.728940
2014-01-11 22:00:00,0.746895,-1.475479,0.206502,0.364344,-1.825718
2014-01-11 23:00:00,1.936708,-0.224845,-0.205985,1.561566,0.433957
2014-01-12 00:00:00,-0.534463,-0.343296,0.280464,-1.538888,0.787449
2014-01-12 01:00:00,-1.127840,-0.808614,-0.541136,0.969333,1.178499
2014-01-12 02:00:00,-1.223464,-0.120146,-0.656642,-0.302140,0.903763
2014-01-12 03:00:00,-0.120216,0.162173,0.375724,0.963668,-1.016476
2014-01-12 04:00:00,-0.649590,0.612644,0.559770,-0.291773,0.851450
2014-01-12 05:00:00,0.611678,0.915093,-2.477189,-0.497417,-0.597606
2014-01-12 06:00:00,0.461010,0.119336,-0.412001,0.885709,-0.683566
2014-01-12 07:00:00,0.333233,1.856127,-0.966176,0.658470,-0.352149
2014-01-12 08:00:00,-0.923656,0.255455,-1.572599,1.302657,0.085683
2014-01-12 09:00:00,1.456647,0.558633,0.928537,2.145964,-0.371689
2014-01-12 10:00:00,-0.938174,-1.376317,0.236784,2.287516,1.692253
2014-01-12 11:00:00,0.792925,0.007559,-0.821663,-0.575041,-0.453993
2014-01-12 12:00:00,0.670127,-0.976272,-1.825816,-0.713985,0.717595
2014-01-12 13:00:00,-0.654671,-2.101018,-0.104196,-0.158287,-1.224187
2014-01-12 14:00:00,-0.601114,-0.410406,1.699735,0.029308,1.982868
2014-01-12 15:00:00,1.042035,-0.072774,0.256984,0.403665,0.560651
2014-01-12 16:00:00,0.253980,0.960701,0.783170,0.281306,-1.985933
2014-01-12 17:00:00,-0.676827,0.407404,-0.971713,-1.067983,-1.215815
2014-01-12 18:00:00,0.180324,-0.823218,-0.429004,0.060076,0.357046
2014-01-12 19:00:00,0.431051,0.446050,2.108301,0.942403,-0.549197
2014-01-12 20:00:00,-1.127811,0.540288,-0.861693,0.021906,-0.630206
2014-01-12 21:00:00,-0.405840,2.033251,0.077836,0.195421,-0.473703
2014-01-12 22:00:00,-1.408522,1.386496,-0.313728,0.319543,-0.417044
2014-01-12 23:00:00,-0.502215,1.699540,0.073754,1.247901,-0.290223
2014-01-13 00:00:00,-0.985408,0.962821,-0.469024,0.054206,-1.966744
2014-01-13 01:00:00,-1.027003,0.636934,-0.072956,-1.540933,0.406890
2014-01-13 02:00:00,0.880124,-0.699737,-1.730717,-1.011852,-0.063922
2014-01-13 03:00:00,-2.261528,1.113831,-0.747405,0.409881,0.053881
2014-01-13 04:00:00,0.642827,0.500573,0.911983,0.643927,-1.067329
2014-01-13 05:00:00,-0.275131,-0.385747,1.248455,-0.114304,1.898571
2014-01-13 06:00:00,0.693805,0.920519,-1.372108,-0.785853,-2.515408
2014-01-13 07:00:00,-1.245368,0.218278,0.071322,0.686248,-1.973145
2014-01-13 08:00:00,-1.036805,1.178595,1.285666,0.364651,0.777894
2014-01-13 09:00:00,-0.788092,0.652283,1.503732,-0.674334,0.032031
2014-01-13 10:00:00,-1.049815,1.428710,-0.085281,-1.049425,0.050283
2014-01-13 11:00:00,-0.554872,0.900220,0.557816,0.714774,-1.036866
2014-01-13 12:00:00,0.617216,0.949359,2.687743,1.718163,0.386149
2014-01-13 13:00:00,0.018281,-0.013099,-0.140924,1.955070,-0.367693
2014-01-13 14:00:00,0.695091,0.500431,-0.104053,0.667595,-0.384690
2014-01-13 15:00:00,-0.504549,-0.093942,0.274327,1.094109,0.888268
2014-01-13 16:00:00,0.029641,0.331469,0.585044,-1.511872,-0.031187
2014-01-13 17:00:00,-1.403304,-1.488333,-0.301155,1.252392,-1.463447
2014-01-13 18:00:00,1.156668,0.319945,-0.490549,-0.965768,-0.328753
2014-01-13 19:00:00,0.262891,-0.577463,-0.675350,-0.582251,-0.546319
2014-01-13 20:00:00,1.459499,0.130311,-2.764801,-0.478863,-2.332752
2014-01-13 21:00:00,-0.122168,-0.633841,0.059585,0.415548,0.304499
2014-01-13 22:00:00,0.124455,1.891597,0.683692,-0.427284,2.856824
2014-01-13 23:00:00,0.261426,-0.304085,0.585512,0.541201,0.379783
2014-01-14 00:00:00,0.610559,-0.901130,-0.214065,-0.871551,-0.105647
2014-01-14 01:00:00,-0.075857,-0.863309,1.278614,1.343336,-0.172656
2014-01-14 02:00:00,0.970314,1.187078,1.656713,-1.342670,0.853794
2014-01-14 03:00:00,-1.783284,0.490510,-0.480576,-0.784416,-0.782199
2014-01-14 04:00:00,0.911959,0.642270,-2.185689,0.044454,-1.032078
2014-01-14 05:00:00,0.286716,-0.749419,-1.068900,-0.190514,-0.138063
2014-01-14 06:00:00,0.695972,-0.973249,-0.233106,1.185994,-0.591391
2014-01-14 07:00:00,-2.269608,0.713253,-1.049410,0.773771,-0.058252
2014-01-14 08:00:00,0.517184,0.866941,1.229561,0.246251,1.048865
2014-01-14 09:00:00,-0.978373,0.459029,0.729084,0.897324,0.637419
2014-01-14 10:00:00,-0.036737,-0.809647,1.235621,2.175171,1.290807
2014-01-14 11:00:00,1.320307,1.781829,-0.755709,-0.076166,1.332634
2014-01-14 12:00:00,0.231684,0.445920,-0.603387,-0.140760,-1.663925
2014-01-14 13:00:00,0.666622,1.318220,-0.340503,0.873109,2.186777
2014-01-14 14:00:00,0.587678,-0.250155,-1.251036,1.437166,-0.848877
2014-01-14 15:00:00,0.783790,-1.696395,1.771265,0.364941,0.000410
2014-01-14 16:00:00,0.657355,-1.010956,-0.116142,1.094544,0.804466
2014-01-14 17:00:00,0.503557,-0.013559,-1.719535,0.631111,2.350439
2014-01-14 18:00:00,1.228129,-0.868615,-0.575021,0.651393,-0.400683
2014-01-14 19:00:00,-0.658281,2.161729,1.373008,-0.205313,0.352129
2014-01-14 20:00:00,-0.783118,-0.795875,0.354942,0.009871,-0.925771
2014-01-14 21:00:00,-1.014580,-0.410774,0.620642,1.014370,-2.077647
2014-01-14 22:00:00,-0.592522,1.515615,0.408665,-0.534307,-0.870870
2014-01-14 23:00:00,-0.833399,-1.100822,2.028800,0.576919,1.258670
2014-01-15 00:00:00,0.996561,0.803131,-0.866023,-0.206705,0.646213
2014-01-15 01:00:00,-1.042769,-0.678877,-0.018568,-0.831612,-1.604798
2014-01-15 02:00:00,-1.132469,-1.289157,0.075452,-1.409251,2.489954
2014-01-15 03:00:00,-0.806919,2.893105,-0.883995,-1.243775,-2.352105
2014-01-15 04:00:00,-0.364585,-1.069427,-0.687131,0.238598,-0.113418
2014-01-15 05:00:00,-0.790529,0.411122,-0.714306,0.571348,0.468632
2014-01-15 06:00:00,0.433056,0.906718,1.748473,1.208545,-1.372000
2014-01-15 07:00:00,-0.238871,1.558311,-0.253578,0.592863,1.815466
2014-01-15 08:00:00,1.580631,0.405363,-0.637851,0.558441,0.587958
